Carimbo de data/hora,Curso,Semestre,Idade,Sexo,Frase [Faço amigos com facilidade na minha universidade.],Frase [Acredito que posso concretizar meus valores na profissão que escolhi.],Frase [Mesmo que pudesse não mudaria de universidade.],Frase [Costumo ter variações de humor.],"Frase [Olhando para trás, consigo identificar as razões que me levaram a escolher este curso.]",Frase [Nos estudos não estou conseguindo acompanhar o ritmo dos meus colegas de turma.],Frase [Escolhi bem o curso que frequento.],Frase [Tenho boas qualidades para a área profissional que escolhi.],Frase [Sinto-me triste ou abatido.],Frase [Administro bem meu tempo.],Frase [Ultimamente me sinto desorientado e confuso.],Frase [Tenho sido estimulado pelos meus professores na universidade a me desenvolver profissionalmente.],Frase [Gosto da universidade em que estudo.],Frase [Há situações em que sinto que estou perdendo o controle.],Frase [Sinto-me envolvido com o meu curso.],Frase [Conheço bem os serviços oferecidos pela minha universidade.],Frase [Gostaria de concluir o meu curso na instituição que agora frequento.],"Frase [Nos últimos tempos, me tornei mais pessimista.]",Frase [Meus colegas têm sido importantes para meu crescimento pessoal.],Frase [Minha trajetória universitária corresponde às minhas expectativas vocacionais.],Frase [Sinto cansaço e sonolência durante o dia.],Frase [Acredito que o meu curso me possibilitará a realização profissional.],Frase [Gosto das aulas do meu curso de graduação.],Frase [Acredito possuir bons amigos na universidade.],Frase [Sinto-me em forma e com um bom ritmo de trabalho.],Frase [Tenho desenvolvido amizades satisfatórias com os meus colegas de curso.],Frase [Tenho momentos de angústia.],Frase [Tenho dificuldades em achar um colega que me ajude num problema pessoal.],Frase [Não consigo concentrar-me numa tarefa durante muito tempo.],Frase [Faço um planejamento diário das coisas que tenho para fazer.],Frase [Tenho boas relações de amizade com colegas de ambos os sexos.],Frase [Consigo ter o trabalho escolar sempre em dia.],Frase [Quando conheço novos colegas não sinto dificuldades em iniciar uma conversa.],Frase [Escolhi o curso que me parece mais de acordo com as minhas aptidões e capacidades.],Frase [Há situações em sala de aula que os professores diminuem minha autoestima.],Frase [Sou visto como uma pessoa amigável e simpática.],Frase [Penso em muitas coisas que me deixam triste.],Frase [Procuro conviver com meus colegas fora dos horários das aulas.],Frase [Sei estabelecer prioridades no que diz respeito à organização do meu tempo.],Frase [Tomo a iniciativa de convidar os meus amigos para sair.],"Frase [Minhas relações de amizade são cada vez mais estáveis, duradouras e independentes.]",Frase [Faço boas anotações das aulas.],Frase [Sinto-me fisicamente delibitado.],Frase [Sinto-me encorajado para falar com meus professores.],Frase [A minha universidade não me desperta interesse.],Frase [Consigo ser eficaz na minha preparação para as provas.],Frase [A biblioteca da minha universidade é completa.],Frase [Procuro sistematizar/organizar a informação dada nas aulas. ],Frase [Simpatizo com a cidade onde se situa minha universidade.],Frase [Tenho dificuldades em tomar decisões.],Frase [Sinto-me desiludido com o meu curso.],Frase [Tenho capacidade para estudar.],Frase [Meus gostos pessoais foram decisivos na escolha do meu curso.],Frase [Tenho me sentido ansioso.],Frase [Estou no curso que sempre sonhei.],Frase [Sinto-me feliz com a forma como meus professores me tratam.],Frase [Sou pontual na chegada às aulas.],Frase [O meu curso tem boa infraestrutura.],Frase [Não consigo fazer amizade com meus colegas.],Frase [Mesmo que pudesse não mudaria de curso.],O que você achou deste questionário?
3/22/2018 12:58:37,Engenharia Mecânica,5º semestre,18 a 21 anos,Feminino,3,4,4,4,4,2,4,4,3,3,2,2,4,3,4,3,5,3,5,4,4,4,4,5,3,5,4,2,3,3,4,2,3,4,4,3,2,4,4,3,4,5,3,3,2,4,4,4,3,3,2,4,4,4,4,3,4,3,2,3,Achei importante a universidade se preocupar com esse assunto
3/22/2018 13:04:25,Engenharia Química,7º semestre,18 a 21 anos,Masculino,2,2,2,1,2,2,2,2,5,1,5,1,1,5,1,1,5,5,2,2,5,1,1,3,2,2,5,5,4,1,4,1,3,1,5,4,4,3,3,2,2,3,5,2,5,4,3,3,2,5,5,5,3,3,1,2,4,4,2,1,Mais ou menos
3/22/2018 13:05:19,Engenharia Civil,3º semestre,18 a 21 anos,Feminino,2,4,5,3,4,1,3,4,3,5,2,4,5,2,2,2,5,5,3,3,4,3,4,3,5,4,3,3,2,5,3,5,2,5,3,2,2,3,5,2,3,5,1,3,2,4,3,5,5,5,4,5,3,4,2,4,5,4,4,5,
3/22/2018 13:06:33,Engenharia Mecânica,"8º semestre, ""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",26 a 29 anos,Masculino,2,2,2,2,2,4,4,3,4,3,4,2,4,3,3,3,4,4,3,3,5,4,3,3,3,3,4,4,4,3,4,1,2,4,4,4,4,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,4,4,3,3,4,3,4,interessante 
3/22/2018 13:08:22,Engenharia Mecânica,3º semestre,18 a 21 anos,Feminino,4,4,5,2,5,2,5,4,5,5,3,1,1,2,2,4,4,5,4,4,5,4,3,4,2,3,5,3,4,5,5,3,5,4,5,4,5,4,5,2,3,5,3,1,4,5,3,4,4,2,4,5,5,4,4,1,4,3,1,4,"ótimo, deveria focar mais nos professores, este é o grande problema da UFC"
3/22/2018 13:12:37,Engenharia Elétrica,5º semestre,22 a 25 anos,Feminino,1,3,2,2,2,4,2,2,5,3,4,1,2,3,1,4,5,4,1,1,5,3,3,1,2,1,3,5,2,2,1,3,1,2,4,1,3,1,4,1,1,3,4,1,4,3,5,3,5,1,4,3,3,3,1,1,3,3,5,2,Interessante
3/22/2018 13:14:15,Engenharia de Computação,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Masculino,2,5,1,1,5,1,5,5,2,2,1,2,2,1,5,2,5,4,2,2,5,5,5,5,4,1,5,2,2,5,5,4,3,4,1,4,3,3,4,4,5,3,1,5,3,4,5,4,1,5,1,5,5,5,4,4,3,4,3,5,Pertinente
3/22/2018 13:16:58,Engenharia Civil,5º semestre,22 a 25 anos,Masculino,1,1,1,5,3,1,4,4,5,1,1,2,2,5,2,2,1,4,1,1,4,1,3,1,1,1,5,4,4,2,5,1,4,3,2,4,5,1,2,4,4,2,4,2,4,4,2,3,1,3,4,4,3,5,1,2,1,4,5,1,generico
3/22/2018 13:19:12,Engenharia de Produção Mecânica,9º semestre,26 a 29 anos,Feminino,3,4,5,3,4,2,5,5,3,3,2,3,5,2,5,4,5,3,2,4,4,5,5,3,2,2,4,4,2,2,4,2,4,5,4,4,4,2,3,1,2,3,2,3,1,2,4,4,5,2,1,4,4,4,5,3,4,3,2,5,Um pouco longo. 
3/22/2018 13:20:44,Engenharia Civil,9º semestre,22 a 25 anos,Masculino,4,4,3,2,3,1,2,4,3,4,2,2,4,3,1,2,5,1,5,4,5,3,2,4,2,4,4,2,2,4,4,4,2,3,2,4,2,4,4,3,4,4,2,3,3,3,3,4,4,2,3,5,3,2,2,1,4,3,2,2,Abrangente
3/22/2018 13:21:27,Engenharia de Produção Mecânica,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",18 a 21 anos,Feminino,4,4,5,5,3,5,5,5,2,1,4,3,5,3,4,5,5,2,5,1,5,4,3,4,1,2,5,3,5,2,5,2,5,5,3,5,2,3,2,1,4,5,1,4,2,1,2,5,1,5,4,3,4,5,4,3,4,2,4,5,
3/22/2018 13:23:12,Engenharia Mecânica,3º semestre,22 a 25 anos,Masculino,3,4,3,4,5,1,5,5,2,5,1,1,3,3,5,5,5,5,5,4,3,3,3,4,2,4,5,2,1,5,4,3,5,5,3,4,2,4,5,3,2,4,5,1,2,4,3,4,5,1,1,4,5,5,3,1,4,2,4,3,"Poderia focar um pouco na relação externa a sala de aula, como por exemplo os programas de extensão "
3/22/2018 13:24:09,Engenharia Civil,1º semestre,Menos de 18 anos,Masculino,4,4,5,1,4,2,5,5,1,4,3,4,5,1,5,4,5,2,4,4,2,5,5,5,4,4,2,2,2,4,5,4,3,5,2,4,3,4,4,3,4,4,1,4,1,4,4,4,4,2,1,5,4,3,4,4,3,4,4,5,Muito grande!
3/22/2018 13:28:31,Engenharia Química,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",18 a 21 anos,Feminino,1,1,1,3,3,5,1,1,5,1,5,1,3,5,1,3,1,3,1,1,5,1,4,1,2,1,5,1,5,1,2,1,1,3,1,1,5,3,2,2,1,4,1,1,3,1,1,2,2,4,5,1,2,5,3,1,5,4,5,1,"MUITO LONGO. Porém, com perguntas reflexivas."
3/22/2018 13:29:37,Engenharia de Produção Mecânica,8º semestre,22 a 25 anos,Feminino,5,5,5,5,5,3,4,4,5,2,5,3,3,5,4,3,5,2,4,3,5,3,2,4,2,5,5,2,4,1,5,2,2,5,5,5,5,5,2,4,4,4,5,4,2,2,3,2,5,3,2,4,4,5,3,4,4,2,1,4,"Ótimo, espero que saiam ações a partir dos resultados da pesquisa"
3/22/2018 13:29:44,Engenharia de Computação,"9º semestre, ""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",26 a 29 anos,Masculino,4,3,4,2,4,4,3,3,3,2,3,1,3,4,3,1,4,4,5,2,3,2,3,4,2,4,3,5,4,2,3,1,3,3,5,4,4,4,2,5,3,2,2,3,2,2,3,2,3,3,4,4,3,4,3,2,3,3,2,2,
3/22/2018 13:31:47,Engenharia Química,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Masculino,2,4,1,1,5,2,4,4,1,2,2,2,5,1,1,2,5,4,3,2,1,5,3,5,2,2,1,2,4,1,5,1,3,4,4,5,4,4,5,5,4,5,4,1,1,2,2,2,5,4,4,4,5,1,5,2,5,1,2,5,um pouco extenso
3/22/2018 13:32:41,Engenharia de Computação,1º semestre,22 a 25 anos,Masculino,4,4,3,2,4,2,4,3,2,4,2,3,4,2,4,4,4,2,3,4,4,4,3,4,4,4,2,2,4,3,4,4,4,4,2,4,2,3,4,2,3,4,2,2,1,3,4,4,3,2,4,4,4,2,5,4,4,4,2,4,
3/22/2018 13:34:00,Engenharia de Computação,1º semestre,Menos de 18 anos,Masculino,4,5,2,4,5,1,4,4,3,3,3,3,4,2,4,2,3,3,4,4,3,4,3,4,3,4,3,2,2,2,3,3,3,4,5,4,3,4,4,4,4,3,2,3,2,4,3,3,1,5,2,4,5,4,4,2,4,3,2,3,Maçante
3/22/2018 13:36:04,Engenharia Ambiental,3º semestre,18 a 21 anos,Masculino,5,5,4,3,4,1,5,5,1,4,1,4,5,1,3,4,5,1,5,5,3,5,4,5,5,5,1,1,2,3,5,4,4,3,1,5,2,5,5,4,5,5,1,4,1,5,5,4,5,2,1,5,5,2,3,5,4,5,1,2,"Interessante, instigante."
3/22/2018 13:37:23,Engenharia Química,10º semestre,22 a 25 anos,Feminino,4,4,4,1,5,2,5,5,1,3,1,4,5,2,4,1,5,4,5,4,3,3,3,5,3,5,2,1,2,1,5,1,5,5,5,5,1,2,3,5,5,4,1,2,1,4,1,5,4,1,1,5,5,5,5,1,5,5,1,5,"Importante, pois conheço muitos colegas que são infelizes no curso ou já sofreram muito nas mãos dos professores. Se tiver alguma mudança na postura dos professores e na infraestrutura da faculdade já é uma vitória e um grande avanço"
3/22/2018 13:37:48,Engenharia Química,3º semestre,18 a 21 anos,Feminino,4,3,2,3,4,4,4,4,4,3,2,3,4,4,4,2,4,5,5,3,3,4,4,5,2,5,4,2,3,5,5,2,4,3,2,5,3,5,3,4,5,3,4,4,1,2,3,3,4,4,2,4,2,5,4,4,2,3,1,4,Não muito eficaz 
3/22/2018 13:39:47,Engenharia Mecânica,5º semestre,18 a 21 anos,Masculino,3,5,3,1,5,4,5,4,2,3,1,1,4,1,4,2,5,2,4,3,5,5,2,5,3,5,3,1,3,2,4,2,2,5,5,2,2,3,3,1,3,2,4,1,1,3,4,2,5,2,1,5,5,4,5,1,3,1,1,5,"Poderia ser reduzido, visto que há mais de uma pergunta para a mesma coisa "
3/22/2018 13:39:48,Engenharia Civil,7º semestre,22 a 25 anos,Feminino,2,3,5,5,4,5,3,2,4,2,5,2,3,5,2,2,5,4,5,2,5,4,3,3,1,2,5,3,5,5,4,1,2,2,4,2,5,3,2,3,2,2,4,1,4,2,4,1,5,5,5,3,3,5,2,3,4,3,3,1,longo
3/22/2018 13:41:53,Engenharia Mecânica,1º semestre,Menos de 18 anos,Masculino,2,4,4,2,4,3,4,4,2,3,4,4,4,2,4,3,4,3,3,3,3,3,4,4,3,3,2,2,2,3,3,3,3,4,2,3,2,4,3,2,3,4,2,3,2,4,3,3,4,2,2,4,4,3,4,3,5,3,3,4,Util para rever meus pensamentos e opiniões sobre o curso
3/22/2018 13:43:53,Engenharia de Produção Mecânica,1º semestre,18 a 21 anos,Masculino,3,5,2,2,4,2,5,5,1,2,1,3,4,2,4,4,4,1,3,4,3,5,3,4,3,3,3,2,4,1,5,2,3,5,2,3,2,3,4,2,3,4,1,4,2,3,3,3,4,2,2,3,3,2,4,3,3,4,2,5,
3/22/2018 13:47:11,"Arquitetura e Urbanismo, Engenharia de Telecomunicações","""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",18 a 21 anos,Masculino,2,4,5,1,5,4,4,4,5,2,4,3,4,5,2,3,5,2,2,1,4,2,3,1,1,1,5,5,5,3,1,3,3,5,2,3,5,4,3,4,1,3,4,3,1,3,4,3,5,4,5,3,5,5,3,4,2,4,5,1,Importante para se conhecer os alunos do DETI e seus conflitos. As informações podem ajudar a melhorar os indices de abandono.
3/22/2018 13:56:49,Engenharia de Computação,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Masculino,3,4,2,3,5,1,4,3,3,2,3,2,4,2,4,4,5,2,4,2,5,3,2,5,5,5,4,4,3,2,2,3,2,4,3,4,4,3,3,2,2,4,1,3,3,3,2,3,1,4,4,5,4,4,4,3,5,4,2,1,interessante
3/22/2018 13:57:17,Engenharia de Computação,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",30 anos ou mais,Masculino,1,3,1,3,4,4,4,4,5,4,4,2,3,3,1,4,3,3,1,3,3,4,3,1,3,1,3,4,2,3,1,4,2,4,2,3,3,1,4,1,1,4,2,2,4,3,4,3,1,1,2,4,4,3,2,3,5,3,4,3,Pode ser util se for dada uma atencao especial aos que se encontram proximos ao desvio-padrao desse espaco amostral
3/22/2018 13:58:32,Engenharia de Computação,3º semestre,18 a 21 anos,Masculino,3,4,5,3,5,4,5,5,1,3,1,4,5,3,4,3,5,1,5,3,2,5,3,4,3,3,2,4,4,1,4,2,1,4,2,5,1,1,3,4,5,2,1,5,2,3,5,2,5,3,1,5,5,2,5,3,5,4,3,5,"Faltou perguntar sobre o trajeto do aluno à faculdade, não diz respeito a universidade, mas isso também atrapalha na eficiência do aluno. O que incluí as condições do intercampi."
3/22/2018 13:58:44,Engenharia Civil,5º semestre,18 a 21 anos,Feminino,3,5,5,4,5,3,5,4,3,3,2,2,5,5,5,3,5,4,5,3,4,5,3,4,2,4,5,3,3,3,5,3,1,5,5,3,3,4,4,4,3,4,4,2,1,3,1,3,5,1,2,5,5,5,5,2,4,5,1,5,Os dados deveriam ser expostos na Universidade 
3/22/2018 14:02:41,Engenharia Elétrica,1º semestre,18 a 21 anos,Masculino,5,4,3,2,5,2,5,5,2,4,2,5,4,2,5,3,2,1,5,3,3,4,5,5,4,5,1,3,2,3,5,5,4,5,1,5,2,5,4,1,4,5,2,4,2,4,4,5,5,3,2,5,4,3,3,5,5,4,1,2,Interessante
3/22/2018 14:02:59,Engenharia de Telecomunicações,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",26 a 29 anos,Masculino,3,4,4,3,2,2,4,4,3,3,3,3,4,3,4,4,4,3,2,3,4,4,3,2,3,2,3,4,3,2,2,3,3,4,2,3,4,1,3,2,3,1,3,3,2,3,4,3,4,3,3,4,4,4,2,3,3,4,3,4,"boa iniciativa para a saúde mental dos alunos, pois é fundamental para o ser humano o equilibrio psicológico. Contudo, as opções de resposta são um tanto ambíguas."
3/22/2018 14:09:00,Engenharia Elétrica,"5º semestre, ""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",18 a 21 anos,Masculino,2,4,3,4,4,3,4,4,5,3,2,2,4,5,3,3,4,4,4,3,5,3,4,4,2,4,5,5,3,2,4,2,1,4,4,3,4,3,3,2,2,3,4,2,2,3,4,3,1,3,3,4,4,4,3,3,3,3,2,5,
3/22/2018 14:10:10,Engenharia Ambiental,1º semestre,22 a 25 anos,Feminino,2,3,3,2,1,3,1,2,2,3,3,4,4,2,2,2,4,3,2,2,3,2,3,3,2,2,3,3,3,4,3,2,2,2,1,3,1,2,4,1,2,3,2,3,1,3,3,3,3,3,3,3,2,4,1,4,5,4,4,3,Tem foco na convivência acadêmica mas poderia ter mais questão sobre o curso
3/22/2018 14:12:51,Engenharia Química,1º semestre,18 a 21 anos,Feminino,4,4,4,5,3,4,3,4,3,3,3,4,4,3,4,4,4,2,5,4,5,4,3,4,4,5,5,1,2,3,5,3,5,4,3,4,4,5,4,5,4,5,2,2,1,2,3,3,5,3,3,5,4,5,4,3,5,4,1,3,
3/22/2018 14:14:42,Engenharia Civil,7º semestre,18 a 21 anos,Feminino,5,5,5,4,2,3,5,4,2,3,2,4,5,2,5,3,5,2,5,3,2,4,5,5,3,5,4,1,2,2,5,3,5,5,2,5,2,5,2,5,3,1,1,4,1,3,2,1,3,2,3,5,5,2,1,4,3,4,1,5,Bem abrangente
3/22/2018 14:18:22,Engenharia Química,5º semestre,18 a 21 anos,Masculino,5,5,3,5,5,1,5,5,4,4,1,4,5,4,5,5,5,1,5,5,3,5,5,4,4,5,4,1,1,3,5,4,5,5,1,5,5,1,5,1,5,4,4,5,1,5,3,5,1,1,1,5,5,5,5,4,3,1,1,5,Importante
3/22/2018 14:19:05,Engenharia Ambiental,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Masculino,2,4,5,4,3,4,3,4,4,2,4,3,4,5,2,2,5,3,2,1,3,4,4,1,2,1,4,4,3,2,2,2,3,3,3,2,4,1,2,1,1,3,2,2,3,2,4,3,5,4,3,5,4,4,3,3,3,4,4,3,
3/22/2018 14:28:08,Engenharia Elétrica,7º semestre,18 a 21 anos,Masculino,3,3,3,3,4,4,4,3,3,2,3,3,3,5,3,3,3,3,4,2,5,3,2,3,3,3,5,4,5,2,3,2,2,3,3,2,3,3,3,2,2,2,3,2,3,2,3,3,2,4,2,3,4,5,4,2,4,3,2,3,
3/22/2018 14:29:05,Engenharia de Computação,1º semestre,Menos de 18 anos,Feminino,3,5,5,2,5,4,5,5,1,4,4,3,5,4,5,3,5,1,3,5,2,5,4,3,3,4,1,2,1,5,5,4,3,5,4,4,2,2,5,1,3,5,1,2,1,4,5,5,5,2,1,5,4,1,5,4,5,3,1,5,Importante
3/22/2018 14:31:04,Design,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Masculino,4,2,4,5,2,4,3,2,4,1,5,5,3,5,3,3,3,5,4,2,5,2,4,4,1,3,5,2,4,2,5,1,2,2,5,3,4,3,1,2,3,2,4,1,4,2,2,2,3,5,5,2,3,4,3,2,1,4,2,3,"muito longo, fez quase desisti de terminar. "
3/22/2018 14:34:01,Engenharia Química,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Feminino,3,3,3,4,4,4,3,4,5,3,5,2,3,5,3,3,5,5,4,2,5,3,3,3,1,3,5,4,4,4,4,3,3,3,4,4,5,3,3,2,3,3,4,1,3,3,2,4,3,4,4,4,3,5,2,1,3,2,3,3,"Os pontos levantados são importantes para tomar conhecimento, ao menos um pouco, da qualidade da vida acadêmica dos alunos. Espero que o atual quadro melhore."
3/22/2018 14:34:25,Engenharia Metalúrgica,1º semestre,18 a 21 anos,Masculino,4,4,5,2,4,1,4,4,1,4,2,3,5,1,4,3,5,5,4,4,3,4,5,5,5,5,2,2,3,4,5,3,4,4,1,4,1,4,3,3,4,3,1,4,1,4,5,4,5,4,3,5,5,4,4,5,5,4,1,3,construtivo 
3/22/2018 14:36:31,Engenharia Química,9º semestre,26 a 29 anos,Feminino,3,5,1,1,5,2,3,5,3,2,2,2,5,2,3,3,5,5,5,3,3,5,3,5,3,4,2,2,2,4,5,3,4,4,4,4,2,3,4,3,4,4,2,3,2,2,4,3,3,2,4,5,5,2,5,3,5,4,2,5,
3/22/2018 14:40:14,Engenharia Civil,9º semestre,18 a 21 anos,Feminino,4,4,3,4,5,1,5,5,2,4,2,3,4,4,4,2,5,2,5,5,3,5,5,5,3,5,5,3,3,5,5,5,5,5,3,5,2,5,5,4,4,5,3,5,1,4,2,5,5,4,1,5,5,5,5,5,5,4,1,5,"Achei util, é importante saber como os universitarios, uma das maiories razões da universidade existir, se sentem em relação a ela. Gostaria de ressaltar que nesse fim de curso pelo qual passo, a época mais difícil foi quando fui assediada moralmente por dois professores e meus colegas e namorado me ajudaram bastante a sair dessa sem danos psicológicos. Tentei resolver algo com a comissão de ética da ufc mas eles não fizeram nada e ainda queriam expor minha imagem. "
3/22/2018 14:48:33,Engenharia de Telecomunicações,"3º semestre, ""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",30 anos ou mais,Masculino,3,3,2,2,4,4,4,4,3,3,2,1,4,2,2,3,4,2,3,4,2,4,3,3,3,3,2,3,1,4,3,3,5,4,2,4,1,3,4,4,4,4,2,2,2,2,5,4,4,1,1,4,4,3,4,4,4,4,1,2,satisfatório
3/22/2018 14:58:27,Engenharia de Computação,"7º semestre, ""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Feminino,4,4,5,4,2,2,3,4,4,2,4,1,4,4,1,3,5,5,3,3,3,4,2,2,3,3,4,3,3,3,4,3,3,3,2,3,5,3,3,2,3,5,2,2,3,3,4,4,5,5,3,4,3,5,3,4,5,5,2,2,Completo mais de difícil análise já que cada um análise de uma forma o que é muito bom ou muito ruim para ele
3/22/2018 14:59:33,Engenharia Química,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",18 a 21 anos,Masculino,3,5,4,4,4,3,4,5,3,3,3,5,4,3,3,3,5,4,2,3,3,5,3,2,4,2,3,4,2,3,4,2,3,4,3,4,1,1,3,2,2,2,2,2,2,3,2,4,4,4,2,4,2,1,3,2,3,3,3,4,
3/22/2018 15:00:00,Engenharia de Energias Renováveis,9º semestre,22 a 25 anos,Feminino,3,4,3,2,3,1,2,4,2,5,4,2,4,3,4,4,4,4,5,4,4,3,3,5,4,5,5,1,2,4,5,4,2,2,4,4,4,4,4,3,4,5,2,4,2,4,3,4,3,5,3,4,2,4,2,4,4,2,1,1,Me fez refletir sobre minha situação e satisfação no meu curso
3/22/2018 15:01:21,Engenharia de Telecomunicações,1º semestre,18 a 21 anos,Masculino,3,4,4,2,3,2,4,4,1,2,1,2,5,1,3,3,5,3,2,2,2,3,3,2,2,3,1,2,1,2,3,3,3,5,3,2,1,2,3,2,4,4,1,3,1,5,5,5,5,3,2,5,5,4,4,4,4,4,1,4,Legal
3/22/2018 15:02:07,Engenharia Química,3º semestre,30 anos ou mais,Masculino,4,5,5,4,5,5,5,5,4,3,2,2,5,3,3,3,5,1,2,2,4,5,4,2,2,2,4,3,3,3,3,3,4,5,3,4,3,2,3,2,3,4,3,4,1,3,3,3,4,2,1,3,3,3,3,3,4,4,3,5,"ótima ideia, decisivo e direto."
3/22/2018 15:02:23,Engenharia Ambiental,1º semestre,18 a 21 anos,Feminino,4,4,4,3,4,2,4,4,4,4,4,2,4,4,4,3,5,1,3,4,2,4,4,4,3,3,4,4,2,2,5,4,4,4,4,4,4,4,4,3,2,3,2,3,2,2,3,4,5,3,4,5,4,3,4,1,5,5,1,4,
3/22/2018 15:11:44,Engenharia Química,1º semestre,18 a 21 anos,Feminino,4,5,5,3,5,2,5,4,3,4,3,4,5,3,4,3,5,2,5,4,3,5,4,5,3,4,5,4,2,5,4,4,4,5,3,4,3,4,5,4,5,4,3,2,2,3,4,4,4,2,2,5,4,4,5,5,4,5,3,5,Satisfatório
3/22/2018 15:14:31,Engenharia Química,5º semestre,18 a 21 anos,Masculino,4,3,5,3,4,5,2,2,3,3,4,4,5,5,1,5,5,4,4,1,2,1,2,5,3,3,3,1,5,5,5,2,2,1,2,2,3,4,2,4,3,4,2,3,1,2,4,4,4,4,5,5,4,5,3,3,5,4,1,1,
3/22/2018 15:22:42,Engenharia de Petróleo,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",18 a 21 anos,Masculino,4,5,3,2,1,4,1,5,4,2,4,2,2,4,2,5,1,4,3,2,4,1,1,4,3,4,3,2,4,3,4,2,3,4,4,4,4,3,2,3,4,3,2,2,4,2,4,3,5,2,5,5,5,4,3,1,4,1,1,2,"Um pouco longo, mas espero que tenha alguma serventia para a UFC."
3/22/2018 15:24:44,Engenharia Mecânica,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Feminino,5,4,3,2,4,3,5,5,3,3,2,2,2,1,3,5,3,3,5,4,3,3,2,4,3,5,3,2,2,5,5,2,3,5,5,5,3,3,3,4,3,4,3,2,4,3,4,4,2,1,3,4,3,5,5,2,4,3,1,5,Bem completo e com uma linguagem mais próxima do corpo discente.
3/22/2018 15:38:12,Engenharia de Computação,9º semestre,22 a 25 anos,Feminino,5,3,1,1,3,4,4,4,3,2,4,3,5,5,4,3,4,2,3,1,1,3,3,5,3,5,3,2,4,3,5,1,2,3,5,5,2,5,3,2,5,2,3,2,2,1,2,3,4,5,2,3,1,2,2,3,4,4,1,1,"Bem longo, o ideal é separar em seções e tentar filtrar questões parecidas."
3/22/2018 15:49:12,Engenharia de Computação,1º semestre,Menos de 18 anos,Masculino,4,4,4,4,4,2,5,4,3,3,3,3,4,2,4,4,5,3,3,4,4,5,4,4,3,4,3,2,2,2,4,3,2,5,2,4,3,5,4,4,3,3,2,3,2,3,5,4,4,2,1,5,5,4,5,4,5,4,2,5,
3/22/2018 15:49:59,Engenharia Química,7º semestre,18 a 21 anos,Feminino,4,3,2,5,2,3,2,2,4,4,4,4,3,4,2,2,2,4,5,2,3,1,1,3,2,3,4,2,3,4,4,4,4,2,2,4,4,3,3,4,4,4,3,4,4,4,4,4,3,3,4,4,3,4,2,2,4,3,1,1,
3/22/2018 16:14:18,Engenharia de Computação,1º semestre,18 a 21 anos,Masculino,3,4,4,2,5,4,4,4,4,2,4,1,4,3,3,2,5,5,3,3,5,4,4,4,3,3,4,2,5,3,3,3,3,5,1,5,5,2,2,3,3,3,4,1,5,3,4,4,4,2,3,2,5,5,5,4,4,4,4,5,Razoável 
3/22/2018 16:14:54,Engenharia Química,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Feminino,3,4,2,4,4,2,4,4,3,3,3,2,2,3,2,2,2,4,4,2,5,5,2,3,3,4,4,3,2,3,4,3,1,4,4,3,4,4,3,4,3,4,2,2,2,4,2,4,3,3,3,4,4,3,4,2,4,3,1,2,Repetitivo
3/22/2018 16:22:49,Engenharia Elétrica,1º semestre,18 a 21 anos,Masculino,4,5,4,5,5,4,5,4,4,4,4,3,5,4,4,3,5,4,4,3,4,5,4,5,3,5,4,4,1,4,5,5,3,5,3,5,5,3,5,3,3,4,3,2,1,2,1,5,3,2,1,4,5,5,5,4,5,5,3,3,Interessante
3/22/2018 16:24:36,Engenharia Metalúrgica,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",26 a 29 anos,Masculino,3,3,4,3,2,3,2,3,3,3,3,1,2,3,3,2,3,4,4,3,3,2,2,3,3,2,4,5,4,2,3,2,3,2,3,3,3,2,3,2,2,2,3,1,3,2,3,3,3,3,4,3,1,3,1,3,3,3,3,3,5
